date,state,us_state_or_territory,positive,probablecases,negative,pending,totaltestresultssource,totaltestresults,hospitalizedcurrently,hospitalizedcumulative,inicucurrently,inicucumulative,onventilatorcurrently,onventilatorcumulative,recovered,lastupdateet,datemodified,checktimeet,death,hospitalized,hospitalizeddischarged,datechecked,totaltestsviral,positivetestsviral,negativetestsviral,positivecasesviral,deathconfirmed,deathprobable,totaltestencountersviral,totaltestspeopleviral,totaltestsantibody,positivetestsantibody,negativetestsantibody,totaltestspeopleantibody,positivetestspeopleantibody,negativetestspeopleantibody,totaltestspeopleantigen,positivetestspeopleantigen,totaltestsantigen,positivetestsantigen,fips,positiveincrease,negativeincrease,total,totaltestresultsincrease,posneg,dataqualitygrade,deathincrease,hospitalizedincrease,hash,commercialscore,negativeregularscore,negativescore,positivescore,score,grade
2021-02-12,ID,Idaho,166876,31165,484232,,totalTestsPeopleViral,619943,176,6852,37,1201,,,88672,2021-02-11T19:00:00,2021-02-11T19:00:00Z,02/11 14:00,1791,6852,,2021-02-11T19:00:00Z,1027856,,,135711,1577,214,,619943,,,,,,,,,78973,,16,323,1472,651108,1720,651108,,0,14,2f5661f4047770d78f2c1c28bb990b6e5da0a6f1,0,0,0,0,0,
2021-02-12,IL,Illinois,1158431,,,,totalTestsViral,17021919,1910,,437,,211,,,2021-02-12T00:00:00,2021-02-12T00:00:00Z,02/11 19:00,22027,,,2021-02-12T00:00:00Z,17021919,,,,19873,2154,,,,,,,,,,,,,17,2598,0,1158431,103009,1158431,,42,0,6a318491906b308a15e8fcee505042d5142b86da,0,0,0,0,0,
2021-02-12,IN,Indiana,646425,,2390129,,totalTestsViral,7470213,1178,41459,227,7253,119,,,2021-02-11T23:59:00,2021-02-11T23:59:00Z,02/11 18:59,12117,41459,421304,2021-02-11T23:59:00Z,7470213,735665,,,11690,427,,3036554,,,,,,,,,,,18,1419,5192,3036554,45132,3036554,,90,81,7f414cbfbd35bf2a053a39bccc87cedfed10bbcb,0,0,0,0,0,
2021-02-12,KS,Kansas,286102,,931487,,posNeg,1217589,348,8887,87,2413,42,411,,2021-02-12T10:00:00,2021-02-12T10:00:00Z,02/12 05:00,4364,8887,6057,2021-02-12T10:00:00Z,2346453,,,,,,,1217589,,,,,,,,,527485,,20,1208,4888,1217589,6096,1217589,,61,47,7ca565c577aa1f49a3bc89439feeab3f15258fc6,0,0,0,0,0,
2021-02-12,KY,Kentucky,386326,87448,,,totalTestsViral,3750687,1063,17929,277,3768,154,,45589,2021-02-12T00:00:00,2021-02-12T00:00:00Z,02/11 19:00,4253,17929,,2021-02-12T00:00:00Z,3750687,240026,,298878,3865,388,,,109999,9076,,,,,,,420071,34019,21,1423,0,386326,25102,386326,,42,105,0942c4c2568e8f6a962790292e36a8bb3006ff05,0,0,0,0,0,
2021-02-12,LA,Louisiana,418585,56724,4887697,,posNeg,5306282,1001,,,,151,,380673,2021-02-12T13:00:00,2021-02-12T13:00:00Z,02/12 08:00,9276,,,2021-02-12T13:00:00Z,5249558,,,361861,8646,630,,,,,,,,,,,412988,,22,1170,27950,5306282,29120,5306282,,37,0,3031b01626b896a48dfbf5d4afa93d20310eaaa8,0,0,0,0,0,
2021-02-12,MA,Massachusetts,553812,28326,4208973,,totalTestsViral,14737744,1223,18859,300,,180,,453740,2021-02-11T23:59:00,2021-02-11T23:59:00Z,02/11 18:59,15358,18859,,2021-02-11T23:59:00Z,14737744,628806,,525486,15051,307,,4734459,,,,151476,14572,,512923,,,,25,2416,10832,4762785,106107,4762785,,89,0,4618b8eb7385d25d4386c1ee88ce47975e3f7469,0,0,0,0,0,
2021-02-12,MD,Maryland,368977,,2913743,,totalTestsViral,7388614,1225,33629,326,,,,9559,2021-02-12T10:00:00,2021-02-12T10:00:00Z,02/12 05:00,7503,33629,,2021-02-12T10:00:00Z,7388614,449777,,368977,7324,179,,3282720,,,,191877,25610,166267,,,,,24,1112,7812,3282720,44606,3282720,,36,121,b8268e52bf90a143430bffebcbef2250f235fe3d,0,0,0,0,0,
2021-02-12,ME,Maine,42259,8546,,,totalTestsViral,1461272,102,1469,24,,9,,12619,2021-02-11T23:59:00,2021-02-11T23:59:00Z,02/11 18:59,643,1469,,2021-02-11T23:59:00Z,1461272,38956,,33713,630,13,,,14712,762,13938,,,,,,169187,9181,23,201,0,42259,10089,42259,,2,5,60f240457c163719420bccff84ddbb512e27e970,0,0,0,0,0,
2021-02-12,MI,Michigan,628012,54640,,,totalTestsViral,9904167,1024,,293,,123,,498495,2021-02-12T00:00:00,2021-02-12T00:00:00Z,02/11 19:00,16027,,,2021-02-12T00:00:00Z,9904167,726497,9177670,573372,15062,965,,,507720,,,,,,,,,,26,1535,0,628012,41708,628012,,8,0,f8cd819d036b65c32f0b38054efedb1fd02f90d4,0,0,0,0,0,
2021-02-12,MN,Minnesota,471851,21538,2897730,,totalTestEncountersViral,6535718,326,25047,73,5176,,,457359,2021-02-11T17:00:00,2021-02-11T17:00:00Z,02/11 12:00,6362,25047,,2021-02-11T17:00:00Z,,,,450313,6097,265,6535718,3348043,,,,,,,,,378417,,27,1048,9353,3369581,38467,3369581,,19,58,c3a0fde0b4a50c114f7655ca1dd368eb323b257e,0,0,0,0,0,
2021-02-12,MO,Missouri,470107,,1814869,,totalTestsViral,4311062,1466,,328,,208,,,2021-02-12T00:59:00,2021-02-12T00:59:00Z,02/11 19:59,7442,,,2021-02-12T00:59:00Z,4311062,518852,3783070,470107,,,,2284976,144038,22059,121792,129834,,,313694,,738701,76741,29,884,3684,2284976,16417,2284976,,11,0,2eb2e77de97b466c4a5b69addf45e8c601317912,0,0,0,0,0,
2021-02-12,MP,Northern Mariana Islands,134,,17429,,posNeg,17563,,4,,,,,29,2021-02-12T00:00:00,2021-02-12T00:00:00Z,02/11 19:00,2,4,,2021-02-12T00:00:00Z,26131,,,134,2,,,17542,,,,,,,,,,,69,1,0,17563,1,17563,,0,0,bc3da4903cf1d799aaa70b06f4cf1bed2fd00255,0,0,0,0,0,
2021-02-12,MS,Mississippi,285648,106855,1360637,,posNeg,1646285,659,8902,168,,112,,253140,2021-02-11T00:00:00,2021-02-11T00:00:00Z,02/10 19:00,6429,8902,,2021-02-11T00:00:00Z,1538094,,,178793,4554,1875,,,77438,,,,,,,,680977,,28,984,0,1646285,984,1646285,,39,0,43211a42ade7db71abddd663000fffdd84d9a46d,0,0,0,0,0,
2021-02-12,MT,Montana,97063,2760,,,totalTestsViral,1012245,100,4432,23,,13,,92822,2021-02-12T01:59:00,2021-02-12T01:59:00Z,02/11 20:59,1324,4432,,2021-02-12T01:59:00Z,1012245,,,94303,,,,,,,,,,,,,,,30,221,0,97063,4616,97063,,4,18,b1352d62423eac61b041634e2501509e412ded67,0,0,0,0,0,
2021-02-12,NC,North Carolina,814594,97096,,,totalTestsViral,8889330,2151,,506,,,,,2021-02-12T11:35:00,2021-02-12T11:35:00Z,02/12 06:35,10376,,730454,2021-02-12T11:35:00Z,8889330,,,717498,9254,1122,,,,,,,,,,,639481,,37,4128,0,814594,60115,814594,,82,0,387c2737a81ce34aad06a5ac33f10ffef368ed2c,0,0,0,0,0,
2021-02-12,ND,North Dakota,98466,4743,301542,,totalTestEncountersViral,1376213,39,3827,5,556,,,96234,2021-02-12T01:59:00,2021-02-12T01:59:00Z,02/11 20:59,1461,3827,,2021-02-12T01:59:00Z,1469638,,,93723,,,1376213,400008,13395,1442,11953,,,,,,116566,,38,113,464,400008,3625,400008,,1,0,8ac72406dcebdc08be2a4ffe90dadf0120f1790f,0,0,0,0,0,
2021-02-12,NE,Nebraska,195485,,748219,,totalTestsViral,2231446,216,5936,,,,,141783,2021-02-12T10:15:00,2021-02-12T10:15:00Z,02/12 05:15,2002,5936,,2021-02-12T10:15:00Z,2231446,226095,2003421,,,,,944189,,,,,,,,,,,31,479,1722,943704,16875,943704,,12,5,05d7af8c988f645f7ba5f963a71d177a6ab780cf,0,0,0,0,0,
2021-02-12,NH,New Hampshire,70072,20262,565180,,totalTestsViral,1341481,131,1071,,334,,,65730,2021-02-12T09:00:00,2021-02-12T09:00:00Z,02/12 04:00,1126,1071,,2021-02-12T09:00:00Z,1341481,,,49810,,,,614990,38497,,,37010,,,,,154952,,33,460,1530,635252,0,635252,,9,2,10c99be99075d9058ad810655f1016a1b3b832eb,0,0,0,0,0,
2021-02-12,NJ,New Jersey,740062,79995,9267736,,posNeg,10007798,2565,62221,525,,336,,,2021-02-12T00:00:00,2021-02-12T00:00:00Z,02/11 19:00,22393,62221,71510,2021-02-12T00:00:00Z,9927803,,,660067,20147,2246,,,,,,,,,,,,,34,3732,46937,10007798,50669,10007798,,64,113,85bfc8b6d44e57e4e4b4dc2cf9d773457ab5f334,0,0,0,0,0,
2021-02-12,NM,New Mexico,179724,,,,totalTestsViral,2512101,365,12634,,,,,117635,2021-02-12T17:50:00,2021-02-12T17:50:00Z,02/12 12:50,3502,12634,,2021-02-12T17:50:00Z,2512101,,,,,,,,,,,,,,,,,,35,401,0,179724,25499,179724,,23,75,ae1cbc543c1e51227057ac2947bb86064cd2fe32,0,0,0,0,0,
2021-02-12,NV,Nevada,287023,,1080443,,totalTestEncountersViral,2590646,847,,219,,137,,,2021-02-11T00:00:00,2021-02-11T00:00:00Z,02/10 19:00,4663,,,2021-02-11T00:00:00Z,,,,287023,,,2590646,1367466,,,,,,,,,,,32,636,1976,1367466,7807,1367466,,26,0,b233cee36546cf504d843f831d40a90409d14887,0,0,0,0,0,
2021-02-12,NY,New York,1512690,,,,totalTestEncountersViral,34548681,7068,89995,1358,,941,,,2021-02-11T14:00:00,2021-02-11T14:00:00Z,02/11 09:00,36882,89995,136491,2021-02-11T14:00:00Z,,,,,,,34548681,,,,,,,,,,,,36,8404,0,1512690,237134,1512690,,139,0,d58701821a27b2241e1d3474f8529688ed8cc395,0,0,0,0,0,
2021-02-12,OH,Ohio,934742,127015,,,totalTestsViral,9524660,1799,48411,482,6917,307,,851653,2021-02-12T14:00:00,2021-02-12T14:00:00Z,02/12 09:00,15136,48411,,2021-02-12T14:00:00Z,9524660,835896,,807727,13005,2131,,,,,,,,,,,1461906,77496,39,3305,0,934742,55022,934742,,2559,142,913ab8cfff4e9abe1ee8d5f521cc2b79a3d118dd,0,0,0,0,0,
2021-02-12,OK,Oklahoma,410818,,2947634,1256,posNeg,3358452,806,23085,235,,,,384398,,,,3959,23085,,,3332630,376301,2947634,,,,,,139139,18634,,,,,,,,,40,1417,13331,3359708,14748,3358452,,11,65,f8ed077d3c82b6314d948914fe296424d1f1f7b7,0,0,0,0,0,
2021-02-12,OR,Oregon,149082,,,,totalTestsViral,3364377,236,8162,54,,27,,,2021-02-11T03:01:00,2021-02-11T03:01:00Z,02/10 22:01,2056,8162,,2021-02-11T03:01:00Z,3364377,196002,3168375,,,,,,,,,,,,,,,,41,607,0,149082,20150,149082,,12,55,98b064f33656f7becc59a6dcef63807cf863de5e,0,0,0,0,0,
2021-02-12,PA,Pennsylvania,888256,120171,3744326,,totalTestEncountersViral,9727728,2548,,496,,286,,772782,2021-02-12T12:00:00,2021-02-12T12:00:00Z,02/12 07:00,22959,,,2021-02-12T12:00:00Z,,,,768085,,,9727728,4512411,,,,,,,,,,,42,3987,8550,4632582,41801,4632582,,99,0,fd44ec33ba82b5519d6188bce751a3eee8acf813,0,0,0,0,0,
2021-02-12,PR,Puerto Rico,96924,7288,305972,,posNeg,402896,240,,45,,45,,86798,2021-02-12T00:00:00,2021-02-12T00:00:00Z,02/11 19:00,1907,,,2021-02-12T00:00:00Z,415664,20103,395291,89636,1612,295,,,,73539,,,,,,,,,72,288,0,402896,288,402896,,5,0,2971cff7c37c81cfca05f17e428cf48c1d4d6cf2,0,0,0,0,0,
2021-02-12,RI,Rhode Island,120821,,646167,,totalTestEncountersViral,2736973,222,8689,39,,20,,,2021-02-12T13:00:00,2021-02-12T13:00:00Z,02/12 08:00,2290,8689,7496,2021-02-12T13:00:00Z,,144182,2592791,,,,2736973,766988,,,,,,,,,,,44,440,1860,766988,22782,766988,,16,32,5a5097a953df13fe1623a33dff68b8cf98f7948b,0,0,0,0,0,
2021-02-12,SC,South Carolina,480157,58281,4115808,,posNeg,4595965,1375,19205,310,,174,,215306,2021-02-10T23:59:00,2021-02-10T23:59:00Z,02/10 18:59,7894,19205,,2021-02-10T23:59:00Z,4537684,542335,3995349,421876,7057,837,,,126351,24495,101856,,,,,,745917,97845,45,3870,35112,4595965,38982,4595965,,57,119,9e6369d0a09e6e1ba0701aaac8f240f57a186049,0,0,0,0,0,
2021-02-12,SD,South Dakota,110068,12058,302108,,totalTestsViral,669812,84,6425,13,,11,,106057,2021-02-11T14:00:00,2021-02-11T14:00:00Z,02/11 09:00,1831,6425,,2021-02-11T14:00:00Z,669812,103250,,98010,,,,412176,,,,,,,,,,,46,209,662,412176,2645,412176,,2,14,185f7c7c0b7e9b5bb43419c185ab17c881893086,0,0,0,0,0,
2021-02-12,TN,Tennessee,754279,118744,,,totalTestsViral,6572241,1332,17969,338,,184,,718749,2021-02-12T15:00:00,2021-02-12T15:00:00Z,02/12 10:00,10893,17969,,2021-02-12T15:00:00Z,6572241,732918,5839323,635535,8761,2132,,,,,,,,,,,1226193,129787,47,2246,0,754279,24807,754279,,81,49,92b9fa4e51dcee819384e210dbf08bbbaa689da3,0,0,0,0,0,
2021-02-12,TX,Texas,2541845,334863,,,totalTestsViral,18605754,8607,,2582,,,,2204146,2021-02-12T16:45:00,2021-02-12T16:45:00Z,02/12 11:45,40095,,,2021-02-12T16:45:00Z,18605754,2500055,,2206982,,,,,981011,139080,,,,,,,2127545,184313,48,12502,0,2541845,99489,2541845,,324,0,ff9ab52c90fdeac929a341e7b636fefeae8c162d,0,0,0,0,0,
2021-02-12,UT,Utah,359641,,1481242,,totalTestsViral,2723333,345,14103,118,2217,,770,330949,2021-02-12T09:56:00,2021-02-12T09:56:00Z,02/12 04:56,1785,14103,,2021-02-12T09:56:00Z,2723333,333961,2389372,,,,,1787484,,,,,,,323275,52778,843226,55066,49,1060,4175,1840883,11135,1840883,,11,49,564b076a717368db9d7b56548eba106c416ba247,0,0,0,0,0,
2021-02-12,VA,Virginia,544209,112125,,253,totalTestEncountersViral,5553955,2117,22718,430,,268,,,2021-02-11T17:00:00,2021-02-11T17:00:00Z,02/11 12:00,6966,22718,42712,2021-02-11T17:00:00Z,,526013,,432084,5988,978,5553955,,214814,25169,,,,,,,1207358,111809,51,3191,0,544462,35220,544209,,8,103,3e6db63db8e0c6f144924a24cedc487175eccf29,0,0,0,0,0,
2021-02-12,VI,United States Virgin Islands,2524,,41924,99,posNeg,44448,,,,,,,2399,2021-02-12T09:41:00,2021-02-12T09:41:00Z,02/12 04:41,25,,,2021-02-12T09:41:00Z,,,,,,,,44547,,,,,,,,,,,78,19,48,44547,67,44448,,0,0,1db6f688f0465e94a7a94ca0f60425a1d6f3d25f,0,0,0,0,0,
2021-02-12,VT,Vermont,13415,341,302777,,totalTestsViral,961542,49,,11,,,,10331,2021-02-11T23:59:00,2021-02-11T23:59:00Z,02/11 18:59,189,,,2021-02-11T23:59:00Z,961542,,,13074,,,,315851,,,,,,,,,,,50,166,880,316192,9822,316192,,1,0,3b174a4e8e2bb67adae66e9b6d11d43a444baa1b,0,0,0,0,0,
2021-02-12,WA,Washington,326159,16486,,,totalTestEncountersViral,4840076,704,18531,160,,79,,,2021-02-11T02:59:00,2021-02-11T02:59:00Z,02/10 21:59,4633,18531,,2021-02-11T02:59:00Z,,309629,4530317,309673,,,4840076,,,,,,,,,,,,53,1453,0,326159,25411,326159,,30,15,4ba820732bd6ef7f1b6db7f2c3bdb39cd5661bb8,0,0,0,0,0,
2021-02-12,WI,Wisconsin,605785,51737,2557088,43,totalTestEncountersViral,6454144,461,25197,120,2218,,,535627,2021-02-12T00:00:00,2021-02-12T00:00:00Z,02/11 19:00,6734,25197,,2021-02-12T00:00:00Z,,,,554048,6151,583,6454144,3111136,,,,,,,,,,,55,1102,4607,3162916,29891,3162873,,11,55,21a1137f39048b7ae7615d8063883160365b797e,0,0,0,0,0,
2021-02-12,WV,West Virginia,126887,25259,,,totalTestsViral,2042578,348,,80,,39,,111584,2021-02-11T23:59:00,2021-02-11T23:59:00Z,02/11 18:59,2200,,,2021-02-11T23:59:00Z,2042578,,,101628,1873,327,,,31692,,,,,,,,,,54,467,0,126887,14165,126887,,13,0,42fae094b8874b57301567758aee4dc32c440c8a,0,0,0,0,0,
2021-02-12,WY,Wyoming,53086,7875,175047,,totalTestsViral,604578,44,1311,,,,,51640,2021-02-12T00:00:00,2021-02-12T00:00:00Z,02/11 19:00,647,1311,,2021-02-12T00:00:00Z,604578,37735,559222,45211,,,,220258,,,,,,,,,,,56,107,439,228133,3475,228133,,0,2,b2e9127b411e3c2f6c704d198ff7e08300b71c00,0,0,0,0,0,
2021-02-11,AK,Alaska,54134,,,,totalTestsViral,1577356,33,1227,,,6,,,2021-02-11T03:59:00,2021-02-11T03:59:00Z,02/10 22:59,280,1227,,2021-02-11T03:59:00Z,1577356,65457,1510067,,,,,,,,,,,,,,,,2,143,0,54134,9353,54134,,0,3,a06f51bbd234e397c67f3e3e0a060e687993ea0a,0,0,0,0,0,
2021-02-11,AL,Alabama,477570,102824,1836625,,totalTestsPeopleViral,2211371,1281,43906,,2588,,1465,264621,2021-02-11T11:00:00,2021-02-11T11:00:00Z,02/11 06:00,9021,43906,,2021-02-11T11:00:00Z,,,,374746,7089,1932,,2211371,,,,111066,,,,,,,1,1503,5952,2314195,7097,2314195,,133,221,767e1f171f0323d2608e4c554fcf823f069fb546,0,0,0,0,0,
2021-02-11,AR,Arkansas,311043,64454,2316686,,totalTestsViral,2563275,712,14255,256,,117,1471,292298,2021-02-11T00:00:00,2021-02-11T00:00:00Z,02/10 19:00,5199,14255,,2021-02-11T00:00:00Z,2563275,,2316686,246589,4165,1034,,,,,,,,,402977,75633,,,5,1103,10297,2627729,11021,2627729,,25,44,ac3c1a6393df67986d0b60fa5dea5e6833f77d16,0,0,0,0,0,
2021-02-11,AS,American Samoa,0,,2140,,totalTestsViral,2140,,,,,,,,2020-12-01T00:00:00,2020-12-01T00:00:00Z,11/30 19:00,0,,,2020-12-01T00:00:00Z,2140,,,0,,,,,,,,,,,,,,,60,0,0,2140,0,2140,,0,0,269a96b20bd114988106a4a36555a9a795e926b5,0,0,0,0,0,
2021-02-11,AZ,Arizona,791106,52978,2855265,,totalTestsViral,7105696,2507,55272,719,,481,,,2021-02-11T00:00:00,2021-02-11T00:00:00Z,02/10 19:00,14662,55272,110104,2021-02-11T00:00:00Z,7105696,,,738128,12983,1679,,3593393,,,,426189,,,,,,,4,1861,13770,3646371,43920,3646371,,200,184,6f75cecc626823b4fce1e62333d18197b7ffdc74,0,0,0,0,0,
2021-02-11,CA,California,3371556,,,,totalTestsViral,44923981,11045,,2996,,,,,2021-02-11T02:59:00,2021-02-11T02:59:00Z,02/10 21:59,45456,,,2021-02-11T02:59:00Z,44923981,,,3371556,,,,,,,,,,,,,,,6,8575,0,3371556,153380,3371556,,461,0,5e5196b50b377f18d0d12d832b9ac069e2b432fd,0,0,0,0,0,
2021-02-11,CO,Colorado,409683,21392,2090025,,totalTestEncountersViral,5756150,507,22655,,,,,,2021-02-11T01:59:00,2021-02-11T01:59:00Z,02/10 20:59,5781,22655,21766,2021-02-11T01:59:00Z,,,,388291,5063,718,5756150,2478316,370986,49359,317419,,,,,,,,8,1722,13828,2499708,71519,2499708,,11,39,86b217c075d96a98ed528e73369e1dec49f37b9a,0,0,0,0,0,
2021-02-11,CT,Connecticut,266499,16368,,,totalTestsViral,5864806,731,12257,,,,,,2021-02-10T23:59:00,2021-02-10T23:59:00Z,02/10 18:59,7354,12257,,2021-02-10T23:59:00Z,5864806,304302,5553087,250131,6025,1329,,,,,,,,,,,294317,17255,9,1003,0,266499,40185,266499,,28,0,b7032c0d78ad3df5a35e5d620585068bc66f737d,0,0,0,0,0,
2021-02-11,DC,"Washington, D.C.",38533,,,,totalTestEncountersViral,1151484,225,,57,,32,,27398,2021-02-10T00:00:00,2021-02-10T00:00:00Z,02/09 19:00,973,,,2021-02-10T00:00:00Z,,,,,,,1151484,421753,,,,,,,,,,,11,185,0,38533,5212,38533,,8,0,893ad500cf67d5976e9dae0347a7062bde74f47b,0,0,0,0,0,
2021-02-11,DE,Delaware,81875,4138,520461,,totalTestEncountersViral,1293220,253,,24,,,,,2021-02-10T18:00:00,2021-02-10T18:00:00Z,02/10 13:00,1262,,,2021-02-10T18:00:00Z,,85297,,77737,1141,121,1293220,602336,,,,,,,,,,,10,414,1357,602336,3937,602336,,17,0,3ecd09d946c2a67f855be091bd5f8ed1c35593f1,0,0,0,0,0,
2021-02-11,FL,Florida,1774013,320883,8758076,7733,totalTestEncountersViral,20233767,4906,76587,,,,,,2021-02-10T23:59:00,2021-02-10T23:59:00Z,02/10 18:59,28871,76587,,2021-02-10T23:59:00Z,17878252,2318546,15475357,1453130,,,20233767,10532089,941088,144432,796185,897303,135966,761003,,,,,12,8354,30793,10539822,122288,10532089,,180,301,2c1ad48301e721232e65982b3ca674e459c23ad9,0,0,0,0,0,
2021-02-11,GA,Georgia,955085,171264,,,totalTestsViral,6765890,3511,52853,,8717,,,,2021-02-11T14:50:00,2021-02-11T14:50:00Z,02/11 09:50,15513,52853,,2021-02-11T14:50:00Z,6765890,755717,,783821,13672,1841,,,457835,66659,,,,,,,,,13,4179,0,955085,31509,955085,,92,310,8ab83202bc6bec957a18819d42f4da14d7e83d3d,0,0,0,0,0,
2021-02-11,GU,Guam,7686,208,104172,,posNeg,111858,10,,4,,4,,7467,2021-02-01T05:45:00,2021-02-01T05:45:00Z,02/01 00:45,130,,,2021-02-01T05:45:00Z,111650,,,7478,,,,,347,23,,,,,,,8674,246,66,3,518,111858,521,111858,,0,0,4185bca3824f44fc1c48be7d434d7d9aec0ec397,0,0,0,0,0,
2021-02-11,HI,Hawaii,27370,695,,,totalTestEncountersViral,1017996,49,2147,14,,12,,,2021-02-09T14:30:00,2021-02-09T14:30:00Z,02/09 09:30,424,2147,,2021-02-09T14:30:00Z,,26227,,26675,424,,1017996,,,,,,,,,,,,15,91,0,27370,5184,27370,,1,8,1f95a470d45c86eddb33b9c3d68021b802a3227d,0,0,0,0,0,
2021-02-11,IA,Iowa,273417,,1002265,,posNeg,1275682,273,,64,,26,,299106,2021-02-11T00:00:00,2021-02-11T00:00:00Z,02/10 19:00,5196,,,2021-02-11T00:00:00Z,2577469,296332,2267439,273417,,,,1278044,,,,105528,15820,89660,227836,54009,1222971,57368,19,593,1762,1275682,2355,1275682,,22,0,020f539d9d4dd1a6e7aba030c7092354bfd1d6f1,0,0,0,0,0,
2021-02-11,ID,Idaho,166553,31090,482760,,totalTestsPeopleViral,618223,176,6838,37,1199,,,88126,2021-02-10T19:00:00,2021-02-10T19:00:00Z,02/10 14:00,1791,6838,,2021-02-10T19:00:00Z,1022527,,,135463,1577,214,,618223,,,,,,,,,78973,,16,458,1021,649313,1366,649313,,11,-1,a17710ff814d2ab15d1f3ecd69021639f44e526e,0,0,0,0,0,
2021-02-11,IL,Illinois,1155833,,,,totalTestsViral,16918910,1954,,448,,227,,,2021-02-11T00:00:00,2021-02-11T00:00:00Z,02/10 19:00,21985,,,2021-02-11T00:00:00Z,16918910,,,,19841,2144,,,,,,,,,,,,,17,2838,0,1155833,96525,1155833,,116,0,477abbaade3f9e7cdc287d2c46c304e2d15b6633,0,0,0,0,0,
2021-02-11,IN,Indiana,645006,,2384937,,totalTestsViral,7425081,1226,41378,239,7240,118,,,2021-02-10T23:59:00,2021-02-10T23:59:00Z,02/10 18:59,12027,41378,420225,2021-02-10T23:59:00Z,7425081,734071,,,11604,423,,3029943,,,,,,,,,,,18,1701,6629,3029943,57871,3029943,,26,86,dcf52cf292cfd870fabdc3e1107dbf06f050d1d9,0,0,0,0,0,
2021-02-11,KS,Kansas,284894,,926599,,posNeg,1211493,377,8840,98,2401,41,411,,2021-02-10T10:00:00,2021-02-10T10:00:00Z,02/10 05:00,4303,8840,6018,2021-02-10T10:00:00Z,2325356,,,,,,,1211493,,,,,,,,,,,20,0,0,1211493,0,1211493,,0,0,5298f971709352eb975be2b25bbcab9650493a33,0,0,0,0,0,
2021-02-11,KY,Kentucky,384903,86961,,,totalTestsViral,3725585,1142,17824,278,3751,156,,45451,2021-02-11T00:00:00,2021-02-11T00:00:00Z,02/10 19:00,4211,17824,,2021-02-11T00:00:00Z,3725585,237278,,297942,3830,381,,,109575,8933,,,,,,,417147,33878,21,1871,0,384903,11945,384903,,36,109,59925cee2ca476ea793c84f131c7e4027efe6eff,0,0,0,0,0,
2021-02-11,LA,Louisiana,417415,56377,4859747,,posNeg,5277162,1052,,,,151,,380673,2021-02-11T13:00:00,2021-02-11T13:00:00Z,02/11 08:00,9239,,,2021-02-11T13:00:00Z,5220785,,,361038,8617,622,,,,,,,,,,,409399,,22,2728,39044,5277162,41772,5277162,,27,0,48e1deffb7c757138c9eea24b969466a3e14a9a0,0,0,0,0,0,
2021-02-11,MA,Massachusetts,551396,28138,4198141,,totalTestsViral,14631637,1313,18859,304,,185,,453740,2021-02-10T23:59:00,2021-02-10T23:59:00Z,02/10 18:59,15269,18859,,2021-02-10T23:59:00Z,14631637,626284,,523258,14964,305,,4721399,,,,151476,14572,,509874,,,,25,2450,10634,4749537,110792,4749537,,62,0,a429b56e0bfededf8261e7e2fc40e8dc937ec4a6,0,0,0,0,0,
2021-02-11,MD,Maryland,367865,,2905931,,totalTestsViral,7344008,1272,33508,324,,,,9554,2021-02-11T10:00:00,2021-02-11T10:00:00Z,02/11 05:00,7467,33508,,2021-02-11T10:00:00Z,7344008,448364,,367865,7288,179,,3273796,,,,191877,25610,166267,,,,,24,1199,7395,3273796,39191,3273796,,21,110,42c3fd5b88b4c0ccdca0b8d1e629f8b471ad26ea,0,0,0,0,0,
2021-02-11,ME,Maine,42058,8482,,,totalTestsViral,1451183,100,1464,22,,11,,12588,2021-02-10T23:59:00,2021-02-10T23:59:00Z,02/10 18:59,641,1464,,2021-02-10T23:59:00Z,1451183,38809,,33576,628,13,,,14680,754,13914,,,,,,167239,9116,23,175,0,42058,10640,42058,,0,6,e5903ce0792de7994cc91688f37126fc13679fa8,0,0,0,0,0,
2021-02-11,MI,Michigan,626477,54298,,,totalTestsViral,9862459,1061,,266,,125,,498495,2021-02-11T00:00:00,2021-02-11T00:00:00Z,02/10 19:00,16019,,,2021-02-11T00:00:00Z,9862459,724978,9137481,572179,15052,967,,,505644,,,,,,,,,,26,1507,0,626477,48676,626477,,80,0,1316f11591d48aecfb26ac691c15d1b973a7a875,0,0,0,0,0,
2021-02-11,MN,Minnesota,470803,21390,2888377,,totalTestEncountersViral,6497251,320,24989,78,5168,,,456849,2021-02-10T17:00:00,2021-02-10T17:00:00Z,02/10 12:00,6343,24989,,2021-02-10T17:00:00Z,,,,449413,6081,262,6497251,3337790,,,,,,,,,373826,,27,898,9666,3359180,37998,3359180,,24,65,1a9fd5d61bf15b89e7b5558ed49119da687d9f31,0,0,0,0,0,
2021-02-11,MO,Missouri,469223,,1811185,,totalTestsViral,4294645,1488,,319,,200,,,2021-02-11T00:59:00,2021-02-11T00:59:00Z,02/10 19:59,7431,,,2021-02-11T00:59:00Z,4294645,517881,3767653,469223,,,,2280408,143609,21906,121516,129496,,,311278,,731148,76365,29,1034,4089,2280408,18087,2280408,,270,0,11e019cdce72f86978c8ac2af33c5e58821b3882,0,0,0,0,0,
